74,3,2,1,140000,59,./image/0001.png
80,3,2,1,160000,84,./image/0002.png
75,3,1,1,140000,59,./image/0003.png
78,3,2,1,160000,84,./image/0004.png
80,3,2,1,160000,84,./image/0005.png
79,3,2,1,210000,84,./image/0006.png
79,3,2,1,150000,75,./image/0007.png
75,3,1,1,140000,59,./image/0008.png
74,3,2,1,140000,59,./image/0009.png
80,3,2,1,160000,84,./image/0010.png
75,3,1,1,120000,59,./image/0011.png
80,3,2,1,160000,84,./image/0012.png
74,3,2,1,140000,59,./image/0013.png
80,3,2,1,180000,84,./image/0014.png
75,3,1,1,140000,59,./image/0015.png
74,3,2,1,140000,59,./image/0016.png
75,3,1,1,140000,59,./image/0017.png
74,3,2,1,140000,59,./image/0018.png
78,3,2,1,160000,84,./image/0019.png
80,3,2,1,160000,84,./image/0020.png
74,3,2,1,120000,59,./image/0021.png
80,3,2,1,160000,84,./image/0022.png
78,3,2,1,160000,84,./image/0023.png
74,2,1,1,150000,59,./image/0024.png
79,3,2,1,190000,84,./image/0025.png
73,3,2,1,130000,59,./image/0026.png
80,3,2,1,180000,84,./image/0027.png
80,3,2,1,160000,84,./image/0028.png
75,3,1,1,120000,59,./image/0029.png
78,3,2,1,160000,84,./image/0030.png
73,3,2,1,130000,59,./image/0031.png
75,3,1,1,140000,59,./image/0032.png
79,3,2,1,200000,84,./image/0033.png
75,3,1,1,140000,59,./image/0034.png
80,3,2,1,180000,84,./image/0035.png
77,3,2,1,160000,73,./image/0036.png
78,3,2,1,190000,84,./image/0037.png
79,3,2,1,180000,84,./image/0038.png
80,3,2,1,160000,84,./image/0039.png
78,3,2,1,190000,84,./image/0040.png
81,4,2,1,220000,132,./image/0041.png
77,3,2,1,170000,73,./image/0042.png
80,3,2,1,180000,84,./image/0044.png
75,3,1,1,140000,59,./image/0045.png
78,3,2,1,160000,84,./image/0046.png
74,3,2,1,160000,59,./image/0047.png
79,3,2,1,210000,84,./image/0048.png
75,3,1,1,140000,59,./image/0049.png
80,3,2,1,160000,84,./image/0050.png
80,3,2,1,160000,84,./image/0051.png
79,3,2,1,180000,84,./image/0052.png
78,3,2,1,184000,84,./image/0053.png
78,3,2,1,180000,84,./image/0054.png
78,3,2,1,184000,84,./image/0055.png
73,3,2,1,130000,59,./image/0056.png
78,3,2,1,195000,84,./image/0057.png
78,3,2,1,195000,84,./image/0058.png
75,3,1,1,137000,59,./image/0059.png
75,3,1,1,120000,59,./image/0061.png
80,3,2,1,170000,84,./image/0064.png
79,3,2,1,200000,84,./image/0065.png
74,3,2,1,128000,59,./image/0066.png
80,3,2,1,184000,84,./image/0067.png
74,3,2,1,120000,59,./image/0068.png
80,3,2,1,170000,84,./image/0069.png
80,3,2,1,170000,84,./image/0070.png
80,3,2,1,165000,84,./image/0072.png
75,2,1,1,120000,59,./image/0073.png
74,2,1,1,120000,59,./image/0074.png
78,3,2,1,160000,84,./image/0075.png
81,3,2,1,180000,99,./image/0076.png
75,2,1,1,120000,59,./image/0077.png
80,3,2,1,160000,84,./image/0078.png
78,3,2,1,160000,84,./image/0079.png
75,3,1,1,120000,59,./image/0080.png
74,3,2,1,120000,59,./image/0081.png
74,3,2,1,128000,59,./image/0082.png
72,2,1,0,90000,59,./image/0083.png
80,3,2,1,160000,84,./image/0084.png
80,3,2,1,184000,84,./image/0085.png
79,3,2,1,200000,84,./image/0086.png
80,3,2,1,170000,84,./image/0087.png
77,3,2,1,150000,73,./image/0088.png
74,3,2,1,128000,59,./image/0089.png
74,3,2,1,141000,59,./image/0090.png
78,3,2,1,160000,84,./image/0091.png
80,3,2,1,150000,84,./image/0092.png
73,3,2,1,130000,59,./image/0093.png
79,3,2,1,200000,80,./image/0094.png
75,3,1,1,120000,59,./image/0095.png
78,3,2,1,200000,84,./image/0096.png
75,3,1,1,135000,59,./image/0097.png
75,3,1,1,128000,59,./image/0098.png
78,3,2,1,200000,84,./image/0099.png
75,3,1,1,137000,59,./image/0100.png
78,3,2,1,195000,84,./image/0101.png
80,3,2,1,170000,84,./image/0102.png
74,2,1,1,12000,59,./image/0103.png
78,3,2,1,195000,84,./image/0104.png
78,3,2,1,195000,84,./image/0105.png
78,3,2,1,195000,84,./image/0106.png
75,3,1,1,120000,59,./image/0107.png
75,3,1,1,135000,59,./image/0108.png
79,3,2,1,160000,75,./image/0110.png
78,3,2,1,195000,84,./image/0111.png
78,3,2,1,180000,84,./image/0112.png
80,3,2,1,170000,84,./image/0113.png
77,3,2,1,150000,73,./image/0114.png
81,4,2,1,280000,132,./image/0115.png
80,3,2,1,170000,84,./image/0116.png
79,3,2,1,200000,84,./image/0117.png
80,3,2,1,170000,84,./image/0118.png
79,3,2,1,160000,75,./image/0119.png
79,3,2,1,200000,84,./image/0120.png
74,2,1,1,140000,59,./image/0122.png
82,4,2,1,200000,99,./image/0123.png
78,3,2,1,195000,84,./image/0124.png
80,3,2,1,170000,84,./image/0125.png
82,3,1,1,120000,67,./image/0126.png
78,3,2,1,200000,84,./image/0127.png
75,2,1,1,120000,59,./image/0128.png
73,2,1,1,140000,59,./image/0129.png
74,3,2,1,128000,59,./image/0130.png
82,3,1,1,190668,67,./image/0131.png
78,3,2,1,184000,84,./image/0132.png
77,3,2,1,173000,73,./image/0133.png
80,3,2,1,170000,84,./image/0134.png
75,3,1,0,104000,59,./image/0135.png
87,3,1,1,85000,84,./image/0138.png
80,3,2,1,120000,84,./image/0140.png
75,3,1,1,100000,59,./image/0141.png
73,3,2,1,100000,59,./image/0144.png
77,3,2,1,150000,73,./image/0183.png
76,3,1,1,60000,60,./image/0185.png
77,3,2,1,150000,73,./image/0186.png
73,3,2,1,130000,59,./image/0187.png
78,3,2,1,170000,84,./image/0188.png
84,3,2,1,150000,84,./image/0190.png
74,3,2,1,13000,59,./image/0191.png
84,3,1,1,130000,77,./image/0195.png
84,3,1,1,130000,77,./image/0197.png
75,3,1,1,120000,59,./image/0198.png
74,3,2,1,120000,59,./image/0200.png
77,3,2,1,110000,73,./image/0201.png
79,3,2,1,160000,84,./image/0202.png
85,3,1,1,40000,59,./image/0203.png
78,3,2,1,160000,84,./image/0204.png
79,3,2,1,150000,75,./image/0205.png
74,3,2,1,100000,59,./image/0207.png
84,3,2,1,150000,84,./image/0210.png
85,2,1,1,30000,55,./image/0214.png
84,4,2,1,180000,124,./image/0216.png
86,3,1,1,60000,77,./image/0217.png
79,3,2,1,120000,84,./image/0218.png
79,3,2,1,110000,75,./image/0219.png
80,3,2,1,120000,84,./image/0220.png
73,3,2,1,100000,59,./image/0221.png
75,3,1,1,140000,59,./image/0222.png
74,3,2,1,140000,59,./image/0223.png
78,3,2,1,160000,84,./image/0224.png
80,3,2,1,160000,84,./image/0225.png
80,3,2,1,160000,84,./image/0226.png
79,3,2,1,210000,84,./image/0227.png
79,3,2,1,150000,75,./image/0228.png
80,3,2,1,160000,84,./image/0229.png
80,3,2,1,160000,84,./image/0230.png
74,3,2,1,140000,59,./image/0231.png
75,3,1,1,140000,59,./image/0232.png
75,3,1,1,120000,59,./image/0233.png
74,3,2,1,140000,59,./image/0234.png
74,3,2,1,140000,59,./image/0235.png
75,3,1,1,140000,59,./image/0236.png
80,3,2,1,180000,84,./image/0237.png
75,3,1,1,140000,59,./image/0238.png
78,3,2,1,160000,84,./image/0239.png
80,3,2,1,160000,84,./image/0240.png
80,3,2,1,160000,84,./image/0241.png
74,3,2,1,120000,59,./image/0242.png
78,3,2,1,160000,84,./image/0243.png
74,2,1,1,150000,59,./image/0244.png
80,3,2,1,160000,84,./image/0245.png
75,3,1,1,120000,59,./image/0246.png
78,3,2,1,160000,84,./image/0247.png
80,3,2,1,180000,84,./image/0248.png
79,3,2,1,190000,84,./image/0249.png
80,3,2,1,180000,84,./image/0250.png
75,3,1,1,140000,59,./image/0251.png
73,3,2,1,130000,59,./image/0252.png
75,3,1,1,140000,59,./image/0253.png
77,3,2,1,160000,73,./image/0254.png
79,3,2,1,200000,84,./image/0255.png
78,3,2,1,190000,84,./image/0256.png
79,3,2,1,180000,84,./image/0257.png
80,3,2,1,160000,84,./image/0258.png
78,3,2,1,190000,84,./image/0259.png
80,3,2,1,180000,84,./image/0260.png
77,3,2,1,170000,73,./image/0261.png
81,4,2,1,220000,132,./image/0262.png
75,3,1,1,140000,59,./image/0263.png
78,3,2,1,160000,84,./image/0265.png
74,3,2,1,160000,59,./image/0266.png
79,3,2,1,210000,84,./image/0267.png
79,3,2,1,180000,84,./image/0268.png
75,3,1,1,140000,59,./image/0269.png
83,4,2,1,150000,84,./image/0270.png
79,3,2,1,120000,84,./image/0272.png
75,3,1,1,100000,59,./image/0275.png
